keyword,Title,Reviews,Review_points,Address,Country,City,State,Website,Phone,Page_URL,Google_id,Place_id,Latitude,Longitude,Category,Main_image,Image_1,Description,Price_Range,Open_Time_Monday,Open_Time_Tuesday,Open_Time_Wednesday,Open_Time_Thursday,Open_Time_Friday,Open_Time_Saturday,Open_Time_Sunday
"restaurant in tampa, florida",Fresh Kitchen,1994,4.7,"1350 S Howard Ave, Tampa, FL 33606, United States",United States,Tampa,Florida,http://www.eatfreshkitchen.com/,+1 813-280-0515,https://www.google.com/maps/place/Fresh+Kitchen/data=!4m5!3m4!1s0x88c2c35d98cd34df:0x51dadefeb528bbc3!8m2!3d27.9291959!4d-82.483038?authuser=0&hl=en&rclk=1,0x88c2c35d98cd34df:0x51dadefeb528bbc3,ChIJ3zTNmF3DwogRw7sotf7e2lE,27.9291959,-82.483038,restaurants,https://lh5.googleusercontent.com/p/AF1QipM45WsSwy0HbkTjhD8GD6_26tTj_pa02otFdsQ=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipPWettQ3I_aulBvxFw2v203AOreqhBlb4rJT7Mb=w1024-h960-p-k-no,"Health-centric cafe in a bright, modern space for build-your-own bowls.",$,Monday 11 AM–9:35 PM 2023-05-01,Tuesday 11 AM–9:35 PM 2023-05-02,Wednesday 11 AM–9:35 PM 2023-04-26,Thursday 11 AM–9:35 PM 2023-04-27,Friday 11 AM–9:35 PM 2023-04-28,Saturday 11 AM–9:35 PM 2023-04-29,Sunday 11 AM–9:05 PM 2023-04-30
"restaurant in tampa, florida",Rivers Edge,250,4,"200 N Ashley Dr, Tampa, FL 33602, United States",United States,Tampa,Florida,https://www.hoteltampariverwalk.com/best-restaurant-in-tampa/rivers-edge,+1 813-226-4400,https://www.google.com/maps/place/Rivers+Edge/data=!4m5!3m4!1s0x88c2c48ea945c2ad:0x18ae1d6d58af52e5!8m2!3d27.9463585!4d-82.4593272?authuser=0&hl=en&rclk=1,0x88c2c48ea945c2ad:0x18ae1d6d58af52e5,ChIJrcJFqY7EwogR5VKvWG0drhg,27.9463585,-82.4593272,restaurants,https://lh5.googleusercontent.com/p/AF1QipPPaXSEAInN6jIBMe53Qfsv9iJWCQGbIqmXDSKH=w408-h272-k-no,https://lh5.googleusercontent.com/p/AF1QipPPaXSEAInN6jIBMe53Qfsv9iJWCQGbIqmXDSKH=w1024-h960-p-k-no,American eatery in the Sheraton Tampa Riverwalk Hotel serves classic fare from morning till dinner.,$$,Monday 12–8 PM 2023-05-01,Tuesday 12–8 PM 2023-05-02,Wednesday 12–8 PM 2023-04-26,Thursday 12–8 PM 2023-04-27,Friday 12–8 PM 2023-04-28,Saturday 12–8 PM 2023-04-29,Sunday 12–8 PM 2023-04-30
"restaurant in tampa, florida",Driftlight Steakhouse,42,4,"510 Water St, Tampa, FL 33602, United States",United States,Tampa,Florida,https://www.driftlighttampa.com/,+1 813-314-6611,https://www.google.com/maps/place/Driftlight+Steakhouse/data=!4m5!3m4!1s0x88c2c5232512536b:0x7ebfef28f318b110!8m2!3d27.9416799!4d-82.4536907?authuser=0&hl=en&rclk=1,0x88c2c5232512536b:0x7ebfef28f318b110,ChIJa1MSJSPFwogRELEY8yjvv34,27.9416799,-82.4536907,restaurants,https://lh5.googleusercontent.com/p/AF1QipOJpSjRzWgaxQOoIn3M9GRJsLJR6gvz6HWKF0o=w408-h272-k-no,https://lh5.googleusercontent.com/p/AF1QipOJpSjRzWgaxQOoIn3M9GRJsLJR6gvz6HWKF0o=w1024-h960-p-k-no,null,None,Monday 6:30–11 AM 2023-05-01,Tuesday 6:30–11 AM 2023-05-02,Wednesday 6:30–11 AM 2023-04-26,Thursday 6:30–11 AM 2023-04-27,Friday 6:30–11 AM 2023-04-28,Saturday 6:30–11 AM 2023-04-29,Sunday 6:30–11 AM 2023-04-30
"restaurant in tampa, florida",Fly Bar and Restaurant,195,4.5,"442 W Kennedy Blvd, Tampa, FL 33606, United States",United States,Tampa,Florida,null,+1 813-803-8550,https://www.google.com/maps/place/Fly+Bar+and+Restaurant/data=!4m5!3m4!1s0x88c2c5a560dc31eb:0x400071cdfda7e525!8m2!3d27.9447531!4d-82.4655243?authuser=0&hl=en&rclk=1,0x88c2c5a560dc31eb:0x400071cdfda7e525,ChIJ6zHcYKXFwogRJeWn_c1xAEA,27.9447531,-82.4655243,restaurants,https://lh5.googleusercontent.com/p/AF1QipPRIKdFi5sftEM5Q7hupc0YtSem1l300d1CNavb=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipNwMtLrrZE6WrA5U9gCSJYPDyyRFrGALGxy_CwX=w1024-h960-p-k-no,Fashionable hangout with jazz-themed artwork featuring a long cocktail list & international dishes.,None,Monday Closed 2023-05-01,Tuesday 4 PM–12 AM 2023-05-02,Wednesday 4 PM–12 AM 2023-04-26,Thursday 4 PM–2 AM 2023-04-27,Friday 4 PM–2 AM 2023-04-28,Saturday 4 PM–2 AM 2023-04-29,Sunday Closed 2023-04-30
"restaurant in tampa, florida",211 Restaurant,81,4.2,"211 N Tampa St, Tampa, FL 33602, United States",United States,Tampa,Florida,https://www.hilton.com/en/hotels/tpanthf-hilton-tampa-downtown/dining/%3FSEO_id%3DGMB--R-TPANTHF%26y_source%3D1_MjY1ODk0NTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,+1 813-204-3000,https://www.google.com/maps/place/211+Restaurant/data=!4m5!3m4!1s0x88c2c48b8ab600dd:0xfc47c642a04e27a4!8m2!3d27.9466948!4d-82.4576988?authuser=0&hl=en&rclk=1,0x88c2c48b8ab600dd:0xfc47c642a04e27a4,ChIJ3QC2iovEwogRpCdOoELGR_w,27.9466948,-82.4576988,restaurants,https://lh5.googleusercontent.com/p/AF1QipMf5XB1E2BWS_qq4RDzByF-aujstGsY9Pd9q2AY=w408-h725-k-no,https://lh5.googleusercontent.com/p/AF1QipMf5XB1E2BWS_qq4RDzByF-aujstGsY9Pd9q2AY=w1024-h960-p-k-no,"Contemporary eatery in the Hilton Tampa Downtown, featuring American cuisine & a full bar.",None,Monday 7 AM–11 PM 2023-05-01,Tuesday 7 AM–11 PM 2023-05-02,Wednesday 7 AM–11 PM 2023-04-26,Thursday 7 AM–11 PM 2023-04-27,Friday 7 AM–11 PM 2023-04-28,Saturday 7 AM–11 PM 2023-04-29,Sunday 7 AM–11 PM 2023-04-30
"restaurant in tampa, florida",Oystercatchers,1586,4.4,"2900 Bayport Dr, Tampa, FL 33607, United States",United States,Tampa,Florida,http://www.oystercatchersrestaurant.com/,+1 813-207-6815,https://www.google.com/maps/place/Oystercatchers/data=!4m5!3m4!1s0x88c2c264db570a4f:0x954cbd07e12d3569!8m2!3d27.9622757!4d-82.5493465?authuser=0&hl=en&rclk=1,0x88c2c264db570a4f:0x954cbd07e12d3569,ChIJTwpX22TCwogRaTUt4Qe9TJU,27.9622757,-82.5493465,restaurants,https://lh5.googleusercontent.com/p/AF1QipOlkCo02tTYvmfdzSnzwDKDiVvQKvNuMb1XHshm=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipNDD1OGZM0_8ImMSgVJQaAMC_t_Kq-Ls_2zPNZ_=w1024-h960-p-k-no,Upscale eatery in the Grand Hyatt Tampa Bay with a menu of steak & seafood amid water views.,$$$,Monday 11:30 AM–9 PM 2023-05-01,Tuesday 11:30 AM–9 PM 2023-05-02,Wednesday 11:30 AM–9 PM 2023-04-26,Thursday 11:30 AM–9 PM 2023-04-27,Friday 11:30 AM–10 PM 2023-04-28,Saturday 11:30 AM–10 PM 2023-04-29,Sunday 10:30 AM–9 PM 2023-04-30
"restaurant in tampa, florida",CHEZ FABY,407,4.5,"500 N Tampa St, Tampa, FL 33602, United States",United States,Tampa,Florida,https://chezfabytampa.square.site/s/order%234,+1 813-450-3536,https://www.google.com/maps/place/CHEZ+FABY/data=!4m5!3m4!1s0x88c2c4896767910d:0xe82e393335546757!8m2!3d27.948239!4d-82.45934?authuser=0&hl=en&rclk=1,0x88c2c4896767910d:0xe82e393335546757,ChIJDZFnZ4nEwogRV2dUNTM5Lug,27.948239,-82.45934,restaurants,https://lh5.googleusercontent.com/p/AF1QipP2DUtD3RhsMStGk8ZVatXCnemB1NYOKP8srKun=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipNklZqD99kGzxBdetMxrRwm3FuUBb8juSPzXVv2=w1024-h960-p-k-no,Classic French cafe eats are offered with beer & wine in a quaint setting with a dog-friendly patio.,$$,Monday 7:30 AM–3:30 PM 2023-05-01,Tuesday 7:30 AM–3:30 PM 2023-05-02,Wednesday Closed 2023-04-26,Thursday 7:30 AM–3:30 PM 2023-04-27,Friday 7:30 AM–3:30 PM 2023-04-28,Saturday 7:30 AM–3:30 PM 2023-04-29,Sunday 7:30 AM–3:30 PM 2023-04-30
"restaurant in tampa, florida",The Asian Kitchen,138,4.6,"117 S Hyde Park Ave, Tampa, FL 33606, United States",United States,Tampa,Florida,http://www.asiankitchentpa.com/,+1 813-981-8332,https://www.google.com/maps/place/The+Asian+Kitchen/data=!4m5!3m4!1s0x88c2c59a24826b15:0x5105688ca3d2d578!8m2!3d27.9449312!4d-82.4640935?authuser=0&hl=en&rclk=1,0x88c2c59a24826b15:0x5105688ca3d2d578,ChIJFWuCJJrFwogReNXSo4xoBVE,27.9449312,-82.4640935,Asian fusion restaurant,https://lh5.googleusercontent.com/p/AF1QipPqPq6vkdclacxU_LcPwv6jc5We8tQawVk-Z-6P=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipPqPq6vkdclacxU_LcPwv6jc5We8tQawVk-Z-6P=w1024-h960-p-k-no,"Asian recipes & bowls dished up in a compact, homestyle destination with colorful decor.",None,Monday 11 AM–9 PM 2023-05-01,Tuesday 11 AM–9 PM 2023-05-02,Wednesday 11 AM–9 PM 2023-04-26,Thursday 11 AM–9 PM 2023-04-27,Friday 11 AM–9 PM 2023-04-28,Saturday 11 AM–9 PM 2023-04-29,Sunday Closed 2023-04-30
"restaurant in tampa, florida",Meat Market Steakhouse Tampa,1369,3.8,"1606 W Snow Ave, Tampa, FL 33606, United States",United States,Tampa,Florida,https://www.meatmarket.net/location/meat-market-tampa/,+1 813-280-1113,https://www.google.com/maps/place/Meat+Market+Steakhouse+Tampa/data=!4m5!3m4!1s0x88c2c31beb6209b7:0x9593f2863ba3d574!8m2!3d27.935898!4d-82.4760815?authuser=0&hl=en&rclk=1,0x88c2c31beb6209b7:0x9593f2863ba3d574,ChIJtwli6xvDwogRdNWjO4byk5U,27.935898,-82.4760815,restaurants,https://lh5.googleusercontent.com/p/AF1QipNIXRlFjH_WBRNdey3OJ5iNxyzfeCB2OqHU0p9i=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipMcias05-o1Q5CtPXbQHleGJhg2cX0Wyk41OaPn=w1024-h960-p-k-no,null,None,Monday 12–11 PM 2023-05-01,Tuesday 12–11 PM 2023-05-02,Wednesday 12–11 PM 2023-04-26,Thursday 12 PM–12 AM 2023-04-27,Friday 12 PM–12 AM 2023-04-28,Saturday 11 AM–12 AM 2023-04-29,Sunday 11 AM–11 PM 2023-04-30
"restaurant in tampa, florida",La Plasita Restaurant,74,4.5,"7702 N Florida Ave, Tampa, FL 33604, United States",United States,Tampa,Florida,null,null,https://www.google.com/maps/place/La+Plasita+Restaurant/data=!4m5!3m4!1s0x88c2c6b93854bc37:0xa3a628e223042d70!8m2!3d28.0181409!4d-82.4596794?authuser=0&hl=en&rclk=1,0x88c2c6b93854bc37:0xa3a628e223042d70,ChIJN7xUOLnGwogRcC0EI-IopqM,28.0181409,-82.4596794,restaurants,https://lh5.googleusercontent.com/p/AF1QipNoQnoY-pQmoEi1wcImNMPPIb1Yw3YLpixXIaXq=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipNoQnoY-pQmoEi1wcImNMPPIb1Yw3YLpixXIaXq=w1024-h960-p-k-no,null,None,Monday 11:30 AM–10 PM 2023-05-01,Tuesday 11:30 AM–10 PM 2023-05-02,Wednesday 11:30 AM–10 PM 2023-04-26,Thursday 11:30 AM–10 PM 2023-04-27,Friday 11:30 AM–3 AM 2023-04-28,Saturday 11:30 AM–3 AM 2023-04-29,Sunday 11:30 AM–3 AM 2023-04-30
"restaurant in tampa, florida",Zudar's Bourbon St. Bar & Grill,583,4.2,"201 W Platt St, Tampa, FL 33606, United States",United States,Tampa,Florida,http://www.zudars.com/,+1 813-250-6272,https://www.google.com/maps/place/Zudar's+Bourbon+St.+Bar+&+Grill/data=!4m5!3m4!1s0x88c2c48e303fcef5:0x77610d3eab7f83f6!8m2!3d27.9418442!4d-82.4611863?authuser=0&hl=en&rclk=1,0x88c2c48e303fcef5:0x77610d3eab7f83f6,ChIJ9c4_MI7EwogR9oN_qz4NYXc,27.9418442,-82.4611863,restaurants,https://lh5.googleusercontent.com/p/AF1QipN1eFzB0jRKrjC-O9veE6Kpo3cjxp7_pLLoiMFl=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipN1eFzB0jRKrjC-O9veE6Kpo3cjxp7_pLLoiMFl=w1024-h960-p-k-no,"Established casual-dining destination offering a menu of sandwiches, meat entrees, cakes & more.",$$,Monday 11 AM–10 PM 2023-05-01,Tuesday 11 AM–10 PM 2023-05-02,Wednesday 11 AM–10 PM 2023-04-26,Thursday 11 AM–10 PM 2023-04-27,Friday 11 AM–10 PM 2023-04-28,Saturday 11 AM–10 PM 2023-04-29,Sunday Closed 2023-04-30
"restaurant in tampa, florida",Palaus Restaurant,210,4.6,"2301 N Armenia Ave, Tampa, FL 33607, United States",United States,Tampa,Florida,https://www.palausrestaurant.com/,+1 813-590-1517,https://www.google.com/maps/place/Palaus+Restaurant/data=!4m5!3m4!1s0x88c2c384e8398d11:0x94a8f6a01254b23!8m2!3d27.9617823!4d-82.4846938?authuser=0&hl=en&rclk=1,0x88c2c384e8398d11:0x94a8f6a01254b23,ChIJEY056ITDwogRI0slAWqPSgk,27.9617823,-82.4846938,restaurants,https://lh5.googleusercontent.com/p/AF1QipMS4EckHo9FpoEf3zNuaCZKNivnjq6tHyuLhwE=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipNoOU9zLSz0ax3NARGqvkpl9iml0cPrOFRFfSQ8=w1024-h960-p-k-no,null,$,Monday 7 AM–3 PM 2023-05-01,Tuesday 7 AM–3 PM 2023-05-02,Wednesday 7 AM–3 PM 2023-04-26,Thursday 7 AM–3 PM 2023-04-27,Friday 7 AM–3 PM 2023-04-28,Saturday 7 AM–2 PM 2023-04-29,Sunday Closed 2023-04-30
"restaurant in tampa, florida",Flor Fina,208,4,"1412 E 7th Ave, Tampa, FL 33605, United States",United States,Tampa,Florida,https://hotelhaya.com/food-drink/flor-fina/,+1 813-462-9660,https://www.google.com/maps/place/Flor+Fina/data=!4m5!3m4!1s0x88c2c5954b691851:0x3bb95c54e8690606!8m2!3d27.9604968!4d-82.4437852?authuser=0&hl=en&rclk=1,0x88c2c5954b691851:0x3bb95c54e8690606,ChIJURhpS5XFwogRBgZp6FRcuTs,27.9604968,-82.4437852,restaurants,https://lh5.googleusercontent.com/p/AF1QipONZzjwj74IL_C-spq5RS1NsbV-ga_FqsRBWo8_=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipN4YMehCRnl1sIGvn5lKm7DWcbEtbaoyxfqf-5x=w1024-h960-p-k-no,null,None,Monday 11 AM–11 PM 2023-05-01,Tuesday 11 AM–11 PM 2023-05-02,Wednesday 11 AM–11 PM 2023-04-26,Thursday 11 AM–11 PM 2023-04-27,Friday 11 AM–12 AM 2023-04-28,Saturday 10 AM–12 AM 2023-04-29,Sunday 11 AM–10 PM 2023-04-30
"restaurant in tampa, florida",Amaretto Italian restaurant Tampa,140,4.8,"2501 W Tampa Bay Blvd, Tampa, FL 33607, United States",United States,Tampa,Florida,https://amarettoristorante.wixsite.com/amarettoristorante,+1 813-373-6413,https://www.google.com/maps/place/Amaretto+Italian+restaurant+Tampa/data=!4m5!3m4!1s0x88c2c307eacae5dd:0x828260c7653dc0b1!8m2!3d27.9744389!4d-82.486525?authuser=0&hl=en&rclk=1,0x88c2c307eacae5dd:0x828260c7653dc0b1,ChIJ3eXK6gfDwogRscA9ZcdggoI,27.9744389,-82.486525,restaurants,https://lh5.googleusercontent.com/p/AF1QipMIF2CCBmWTQku3atx0pUC4-Ob7QLZR94ZG-oNI=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipPS8zV0kUJgZw0SxQMYglviFFKXHcS0wGsNbnLK=w1024-h960-p-k-no,null,None,Monday 11 AM–3 PM 2023-05-01,Tuesday 11 AM–3 PM 2023-05-02,Wednesday 11 AM–3 PM 2023-04-26,Thursday 11 AM–3 PM 2023-04-27,Friday 11 AM–3 PM 2023-04-28,Saturday 5–9 PM 2023-04-29,Sunday Closed 2023-04-30
"restaurant in tampa, florida",Edison: Food+Drink Lab,1403,4.5,"912 W Kennedy Blvd, Tampa, FL 33606, United States",United States,Tampa,Florida,http://edison-tampa.com/,+1 813-254-7111,https://www.google.com/maps/place/Edison:+Food+Drink+Lab/data=!4m5!3m4!1s0x88c2c4848709def3:0x87b83e6db13f4263!8m2!3d27.9444817!4d-82.4694404?authuser=0&hl=en&rclk=1,0x88c2c4848709def3:0x87b83e6db13f4263,ChIJ894Jh4TEwogRY0I_sW0-uIc,27.9444817,-82.4694404,restaurants,https://lh5.googleusercontent.com/p/AF1QipNUi3MKpTK8Fdi9O7JuBK1W8jvdz9E5QZqRr8ZX=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipPrcg8JiMe_t7DWg0UHWiGAktDeO4VOMMVSGdB2=w1024-h960-p-k-no,This industrial gastropub sells inventive American plates inspired by the chef's experiments.,$$$,Monday 5–10 PM 2023-05-01,Tuesday 5–10 PM 2023-05-02,Wednesday 5–10 PM 2023-04-26,Thursday 5–10 PM 2023-04-27,Friday 5–10 PM 2023-04-28,Saturday 5–10 PM 2023-04-29,Sunday 5–10 PM 2023-04-30
"restaurant in tampa, florida",Gabriella's,122,4.1,"4200 Jim Walter Blvd, Tampa, FL 33607, United States",United States,Tampa,Florida,https://www.marriott.com/hotels/hotel-information/restaurant/tpaim-renaissance-tampa-international-plaza-hotel/%3Fscid%3Dbb1a189a-fec3-4d19-a255-54ba596febe2,+1 813-313-3245,https://www.google.com/maps/place/Gabriella's/data=!4m5!3m4!1s0x88c2c252bde08f73:0xece2e098eb32b958!8m2!3d27.9655084!4d-82.5201269?authuser=0&hl=en&rclk=1,0x88c2c252bde08f73:0xece2e098eb32b958,ChIJc4_gvVLCwogRWLky65jg4uw,27.9655084,-82.5201269,restaurants,https://lh5.googleusercontent.com/p/AF1QipOv0xMbQFN5TZflToz6xdQveY2YaN2UTPM7XpVa=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipNqBDqXpQQ1Auyb-Qi2brTc_X-TdHTkHtQx-Wfh=w1024-h960-p-k-no,"Lavishly decorated, this high-end Italian eatery is located inside the Renaissance Hotel.",$$,Monday 6:30 AM–10 PM 2023-05-01,Tuesday 6:30 AM–10 PM 2023-05-02,Wednesday 6:30 AM–10 PM 2023-04-26,Thursday 6:30 AM–10 PM 2023-04-27,Friday 6:30 AM–11 PM 2023-04-28,Saturday 6:30 AM–11 PM 2023-04-29,Sunday 6:30 AM–10 PM 2023-04-30
"restaurant in tampa, florida",Turntable,19,3.6,"510 Water St, Tampa, FL 33602, United States",United States,Tampa,Florida,https://www.marriott.com/hotels/hotel-information/restaurant/tpajd-jw-marriott-tampa-water-street/%3Fy_source%3D1_MjkyNTM3NDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,+1 813-314-6682,https://www.google.com/maps/place/Turntable/data=!4m5!3m4!1s0x88c2c58feab09a1d:0x22275b9f2a2b0667!8m2!3d27.9416799!4d-82.4536907?authuser=0&hl=en&rclk=1,0x88c2c58feab09a1d:0x22275b9f2a2b0667,ChIJHZqw6o_FwogRZwYrKp9bJyI,27.9416799,-82.4536907,restaurants,https://lh5.googleusercontent.com/p/AF1QipPueINDfGBqh02LxaaD5mW8b1pzCe0ETzkB356J=w408-h250-k-no,https://lh5.googleusercontent.com/p/AF1QipPueINDfGBqh02LxaaD5mW8b1pzCe0ETzkB356J=w1024-h960-p-k-no,null,None,Monday Closed 2023-05-01,Tuesday Closed 2023-05-02,Wednesday Closed 2023-04-26,Thursday 12–8 PM 2023-04-27,Friday 12–8 PM 2023-04-28,Saturday 12–8 PM 2023-04-29,Sunday 12–8 PM 2023-04-30
"restaurant in tampa, florida",SiX Tampa,85,3.6,"510 Water St, Tampa, FL 33602, United States",United States,Tampa,Florida,https://www.sixtampa.com/%3Futm_source%3Dgoogle%2520my%2520business%26utm_medium%3Dlisting%26utm_campaign%3Dvisit%2520website,+1 813-314-6666,https://www.google.com/maps/place/SiX+Tampa/data=!4m5!3m4!1s0x88c2c48d5b0577c3:0x4d18959e1b6f0813!8m2!3d27.9416262!4d-82.4537404?authuser=0&hl=en&rclk=1,0x88c2c48d5b0577c3:0x4d18959e1b6f0813,ChIJw3cFW43EwogREwhvG56VGE0,27.9416262,-82.4537404,restaurants,https://lh5.googleusercontent.com/p/AF1QipMinoqPfApCXVVoXGBlWbos2Mcf2_36XZ55SH3e=w408-h272-k-no,https://lh5.googleusercontent.com/p/AF1QipPl5_HaowF9OvPVtxNFptxFzqMTVhIBjPRV1syL=w1024-h960-p-k-no,null,None,Monday 11 AM–11 PM 2023-05-01,Tuesday 11 AM–11 PM 2023-05-02,Wednesday 11 AM–11 PM 2023-04-26,Thursday 11 AM–11 PM 2023-04-27,Friday 11 AM–12 AM 2023-04-28,Saturday 11 AM–12 AM 2023-04-29,Sunday 11 AM–11 PM 2023-04-30
"restaurant in tampa, florida",Samaria Cafe,1221,4.3,"502 N Tampa St, Tampa, FL 33602, United States",United States,Tampa,Florida,http://samariacafe.net/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,+1 813-223-1674,https://www.google.com/maps/place/Samaria+Cafe/data=!4m5!3m4!1s0x88c2c4896064f837:0x92a1da539c69bbb9!8m2!3d27.9483461!4d-82.4594053?authuser=0&hl=en&rclk=1,0x88c2c4896064f837:0x92a1da539c69bbb9,ChIJN_hkYInEwogRubtpnFPaoZI,27.9483461,-82.4594053,restaurants,https://lh5.googleusercontent.com/p/AF1QipNWNrYM9F0im5y-OK7vjkvMcUVzj7Daofgllv6y=w408-h246-k-no,https://lh5.googleusercontent.com/p/AF1QipM0lDPyg26rE63L7505nHEwl1eAmQLKW7Y137d4=w1024-h960-p-k-no,"Multiple TVs line this unfussy, family-owned American diner with all-day breakfast & Greek items.",$,Monday 7 AM–3 PM 2023-05-01,Tuesday 7 AM–3 PM 2023-05-02,Wednesday 7 AM–3 PM 2023-04-26,Thursday 7 AM–3 PM 2023-04-27,Friday 7 AM–3 PM 2023-04-28,Saturday 7 AM–4 PM 2023-04-29,Sunday 7 AM–4 PM 2023-04-30
"restaurant in tampa, florida",Koya,45,4.6,"807 W Platt St, Tampa, FL 33606, United States",United States,Tampa,Florida,http://www.koyatampa.com/,+1 813-284-7423,https://www.google.com/maps/place/Koya/data=!4m5!3m4!1s0x88c2c50ac80a9ea3:0x14fcbc07e79ab301!8m2!3d27.9418113!4d-82.4681481?authuser=0&hl=en&rclk=1,0x88c2c50ac80a9ea3:0x14fcbc07e79ab301,ChIJo54KyArFwogRAbOa5we8_BQ,27.9418113,-82.4681481,restaurants,https://lh5.googleusercontent.com/p/AF1QipNDk6WMKKy0sXL-50wb6LBMgFp83x5BXfIZh6xJ=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipOriaizkVqN7vC30aaR8hi2wIEyMOOpY4piRKHg=w1024-h960-p-k-no,null,None,Monday Closed 2023-05-01,Tuesday Closed 2023-05-02,Wednesday 7–9 PM 2023-04-26,Thursday 7–9 PM 2023-04-27,Friday 6–9 PM 2023-04-28,Saturday 6–9 PM 2023-04-29,Sunday Closed 2023-04-30
"restaurant in tampa, florida",Armature Works,11181,4.6,"1910 N Ola Ave, Tampa, FL 33602, United States",United States,Tampa,Florida,http://armatureworks.com/,+1 813-250-3725,https://www.google.com/maps/place/Armature+Works/data=!4m5!3m4!1s0x88c2cf9f89fd6861:0xdcfc49ba37e3e641!8m2!3d27.9611876!4d-82.4637189?authuser=0&hl=en&rclk=1,0x88c2cf9f89fd6861:0xdcfc49ba37e3e641,ChIJYWj9iZ_PwogRQebjN7pJ_Nw,27.9611876,-82.4637189,Food court,https://lh5.googleusercontent.com/p/AF1QipNffQtZzNE_nyAVFyLkL6SLPo99EQhLha301ohT=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipPHe5sCFfSh-aRQR3FwILPOmBbthiuKFU2bKXPx=w1024-h960-p-k-no,"Striking mixed-use event space offering an upscale food court, bar & lounge in lofty, historic digs.",$$,Monday 7:30 AM–10 PM 2023-05-01,Tuesday 7:30 AM–10 PM 2023-05-02,Wednesday 7:30 AM–10 PM 2023-04-26,Thursday 7:30 AM–10 PM 2023-04-27,Friday 7:30 AM–12 AM 2023-04-28,Saturday 8 AM–12 AM 2023-04-29,Sunday 9 AM–9 PM 2023-04-30
"restaurant in tampa, florida",Mr B's Restaurant,630,4.4,"3401 N Nebraska Ave, Tampa, FL 33603, United States",United States,Tampa,Florida,https://www.eatatmrbs.com/,+1 813-333-5338,https://www.google.com/maps/place/Mr+B's+Restaurant/data=!4m5!3m4!1s0x88c2c440626d303f:0xc8b0310dcaa7df6!8m2!3d27.9744266!4d-82.4509421?authuser=0&hl=en&rclk=1,0x88c2c440626d303f:0xc8b0310dcaa7df6,ChIJPzBtYkDEwogR9n2q3BADiww,27.9744266,-82.4509421,Soul food restaurant,https://lh5.googleusercontent.com/p/AF1QipN1kH8ZbYyk3Kg0rj9OOmH2jzm0pwkeawPYdtM4=w532-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipOo7cjs5ea32LG6jw1FpNqhVLwTxaj9UAVbrun7=w1024-h960-p-k-no,null,$$,Monday Closed 2023-05-01,Tuesday 11 AM–7 PM 2023-05-02,Wednesday 11 AM–7 PM 2023-04-26,Thursday 11 AM–7 PM 2023-04-27,Friday 11 AM–7 PM 2023-04-28,Saturday 9 AM–7 PM 2023-04-29,Sunday 9 AM–5 PM 2023-04-30
"restaurant in tampa, florida",Taps Restaurant Bar & Lounge,784,4.2,"777 N Ashley Dr, Tampa, FL 33602, United States",United States,Tampa,Florida,http://www.tampataps.com/,+1 813-367-1809,https://www.google.com/maps/place/Taps+Restaurant+Bar+&+Lounge/data=!4m5!3m4!1s0x88c2c4899e53320b:0xc73294ca5a74d273!8m2!3d27.9500125!4d-82.4606692?authuser=0&hl=en&rclk=1,0x88c2c4899e53320b:0xc73294ca5a74d273,ChIJCzJTnonEwogRc9J0WsqUMsc,27.9500125,-82.4606692,restaurants,https://lh5.googleusercontent.com/p/AF1QipPsRN06BxViJtj_8GVfa5Is7z0sCDMnZepUMGgG=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipPt5LqqOc0ccH-C3mLdP0G1Wt7eAJBdftbLYT4=w1024-h960-p-k-no,"Hip watering hole presenting craft beers, wine & cocktails, plus small plates & weekend live music.",$$,Monday 5–11 PM 2023-05-01,Tuesday 5–11 PM 2023-05-02,Wednesday 5–11 PM 2023-04-26,Thursday 5–11 PM 2023-04-27,Friday 11:30 AM–2 AM 2023-04-28,Saturday 11:30 AM–2 AM 2023-04-29,Sunday 11:30 AM–11 PM 2023-04-30
